id_annonce,Backyard,Bathroom,Bedroom,Frontyard,Kitchen,LivingRoom,score
19142531,2.0,2.0,,,,2.0,4.988581385
19187645,1.0,,,,,,0.90779876
19599491,,,1.0,,,,0.54313034
19661931,,,1.0,2.0,2.0,1.0,4.903287725
19733553,2.0,,,1.0,,,3.44371158
19963137,1.0,,3.0,,,2.0,4.58411315
20051837,,1.0,2.0,2.0,,1.0,3.54067076
20153187,2.0,,3.0,,,1.0,4.3890984500000005
20236749,2.0,,3.0,1.0,,,4.156586884999999
20458825,1.0,,2.0,2.0,,1.0,5.82700692
20468513,,3.0,,,,3.0,3.786761765
20479169,,1.0,5.0,,,,3.7899764400000002
20502693,,1.0,5.0,,,,2.40218921
20600173,1.0,1.0,1.0,1.0,,2.0,3.84777539
20658055,,1.0,4.0,,1.0,,4.12874535
20894563,3.0,,1.0,1.0,1.0,,4.833031715000001
20894597,,1.0,1.0,,,4.0,4.552331280000001
21017825,,,3.0,3.0,,,4.356013945
21138191,1.0,1.0,,1.0,,3.0,6.4395530700000005
21208503,,1.0,,2.0,2.0,1.0,4.091578955
21407191,1.0,,,,,,1.4797529
21407199,2.0,1.0,1.0,1.0,,1.0,3.473052585
21407215,,,,,,1.0,0.68214006
21407223,,3.0,1.0,,1.0,,2.29285769
21407239,,,,,,2.0,1.48278058
21407245,3.0,1.0,2.0,,,,4.37659287
21407309,2.0,,,,,,2.8105319800000004
21407317,,,2.0,1.0,2.0,1.0,4.56839242
21407347,,1.0,1.0,1.0,1.0,2.0,4.626333235000001
21407415,1.0,2.0,3.0,,,,2.9263950100000002
21407463,3.0,,,,,,4.14965542
21407547,3.0,,,,,,3.1870381400000003
21407595,,1.0,4.0,,,1.0,3.444271105
21407629,2.0,1.0,2.0,,1.0,,4.05504351
21407637,1.0,,,,,,1.31383408
21407671,,2.0,2.0,1.0,,1.0,3.510673755
21434561,,1.0,2.0,1.0,,,1.40327823
21434925,2.0,,1.0,,1.0,2.0,5.73839393
21434931,,,,,1.0,,0.661785225
21515815,,2.0,1.0,1.0,1.0,1.0,2.790430575
21561813,1.0,1.0,4.0,,,,4.36137946
21615711,,1.0,,,,1.0,1.50703832
21641191,,2.0,,3.0,,1.0,3.9691205599999995
21795437,3.0,,,1.0,1.0,1.0,5.95154214
21813465,2.0,,3.0,,,1.0,4.07953237
21875277,1.0,2.0,1.0,,2.0,,4.1251398550000005
21986587,,1.0,2.0,,1.0,2.0,3.805887265
22179229,,,,,,2.0,2.07123738
22179955,,,1.0,,,1.0,1.38710216
22233199,1.0,,,1.0,,,2.0590321
22478305,3.0,,,1.0,,,4.89839866
22627731,,,,,,5.0,4.5531324
22651161,,2.0,3.0,,,1.0,2.6691909000000003
22729585,1.0,,,4.0,,1.0,5.3625993350000005
22740651,4.0,,,2.0,,,4.446368505
22757559,,,1.0,,,,0.42753127
22914279,1.0,,,2.0,,,3.380729025
22965113,,,3.0,,,,1.83505758
22991583,,5.0,,1.0,,,1.638102195
23023943,,1.0,4.0,1.0,,,3.42812851
23081415,,1.0,1.0,,1.0,,1.5697459
23091999,,,,2.0,1.0,,2.114053965
23211519,,1.0,2.0,1.0,,2.0,4.362581525
23211527,,,2.0,,,,0.9546556
23211533,,1.0,,,1.0,,1.1851091550000001
23233759,1.0,1.0,1.0,1.0,,2.0,4.00278452
23233761,,1.0,1.0,1.0,1.0,2.0,3.2972105999999997
23233775,,2.0,4.0,,,,2.5804858850000003
23233787,,2.0,2.0,2.0,,,2.859585085
23233823,1.0,1.0,2.0,,1.0,1.0,3.554937945
23257341,,2.0,2.0,1.0,,1.0,3.3226151349999995
23257427,,,3.0,,1.0,2.0,4.292730629999999
23257457,,,,1.0,,,0.508818
23257463,,,1.0,,,1.0,1.64206571
23257465,,,2.0,,2.0,2.0,5.10229298
23257467,1.0,1.0,,,,,1.09601763
23273883,5.0,,,1.0,,,6.96864319
23274691,1.0,1.0,1.0,2.0,,1.0,4.19926929
23274709,,,1.0,,,,0.48320374
23354605,,,1.0,,3.0,2.0,5.18313747
23354631,,2.0,2.0,1.0,,1.0,3.410855925
23354641,,,2.0,,,,0.9546556
23376923,,4.0,2.0,,,,2.4755809849999997
23376977,1.0,1.0,1.0,1.0,1.0,1.0,3.9984528899999994
23398285,,2.0,2.0,1.0,,1.0,3.157506165
23398369,,,,1.0,,,0.508818
23398373,,1.0,1.0,,,,0.77642302
23398379,,,1.0,,,1.0,1.64206571
23398381,,,1.0,,3.0,2.0,5.826817415
23398383,1.0,1.0,,,,,1.09601763
23419063,1.0,1.0,1.0,2.0,,1.0,3.84369345
23419095,,,1.0,,,,0.48320374
23431173,2.0,,1.0,2.0,,,3.0028431499999995
23439695,1.0,,2.0,,1.0,2.0,4.82851318
23468865,,3.0,2.0,,,1.0,2.792926495
23468867,,1.0,5.0,,,,2.1464592899999997
23468871,1.0,,3.0,,1.0,1.0,4.80779296
23475041,,1.0,4.0,1.0,,,3.3242573249999996
23480275,,,3.0,,,3.0,4.27377605
23562325,1.0,1.0,1.0,1.0,,1.0,3.6310432149999996
23571105,,,1.0,2.0,1.0,2.0,5.04025986
23797247,,4.0,2.0,,,,2.161993035
23798343,,1.0,1.0,1.0,,3.0,4.40869988
23818725,1.0,1.0,,1.0,1.0,2.0,4.92005935
23916647,1.0,,,3.0,,2.0,5.095337545
24019409,,2.0,4.0,,,,3.116977625
24076993,,3.0,,,1.0,2.0,2.765527285
24130663,,1.0,3.0,1.0,,1.0,3.973844645
24172529,,1.0,3.0,,1.0,1.0,3.679025825
24196413,1.0,1.0,1.0,,,3.0,3.8500849899999996
24231449,,1.0,2.0,,,1.0,1.834890605
24238663,,2.0,,1.0,2.0,1.0,4.269932585
24238673,,,2.0,,,1.0,2.01104048
24238755,1.0,1.0,2.0,,,2.0,3.936871365
24261145,,3.0,1.0,1.0,,1.0,3.28749835
24489695,,,2.0,,3.0,,2.3750896499999996
24489987,3.0,,,1.0,,,3.69409989
24500839,,2.0,1.0,1.0,,2.0,3.12537283
24503249,,,2.0,1.0,,3.0,6.05803372
24505603,1.0,,,,,,0.4934892
24583695,2.0,,1.0,,,3.0,5.74528838
24643025,,1.0,3.0,2.0,,,3.6437153149999997
24701653,,2.0,2.0,,,,1.144406965
24806233,,3.0,1.0,,,2.0,4.087446955
24814971,2.0,,2.0,,,2.0,4.202846920000001
24859427,3.0,,,3.0,,,6.6027046899999995
24889411,1.0,,,,,,1.2067839
24929629,,,4.0,,1.0,1.0,4.35594316
24931515,,2.0,2.0,2.0,,,2.9038864999999996
24992879,,2.0,1.0,1.0,,,2.03316878
24992885,,,1.0,2.0,,,1.95243652
24992887,,,,1.0,,2.0,1.9409857050000001
24992889,1.0,,1.0,1.0,,,2.3408216449999997
24992895,,1.0,,2.0,,,1.5875837700000002
25060599,1.0,,,1.0,,,1.89836037
25077875,,1.0,,,,,0.155560075
25259051,,,1.0,3.0,,1.0,3.700138085
25328985,1.0,,,,,,1.40053808
25376821,,,,,,1.0,1.0625892
25541445,,2.0,1.0,3.0,,,3.47417683
25640291,2.0,2.0,1.0,,1.0,,3.7368140100000002
25640305,1.0,2.0,1.0,1.0,1.0,,3.13933204
25640309,1.0,1.0,1.0,1.0,2.0,,4.116398139999999
25822621,,,5.0,1.0,,,4.09819866
26004171,,,,1.0,,,0.537593805
26111901,1.0,,,1.0,1.0,3.0,6.0645574049999995
26178885,2.0,1.0,,,,,2.4898411
26231825,,2.0,2.0,,,2.0,3.48668174
26252331,,,3.0,,1.0,,2.317535965
26260257,,1.0,1.0,1.0,,3.0,3.734331545
26297267,,3.0,2.0,,1.0,,2.4837520900000003
26426921,,4.0,1.0,1.0,,,2.61134684
26426931,,,1.0,2.0,,,2.093024605
26447379,,4.0,,2.0,,,2.3986468600000004
26457773,,1.0,3.0,1.0,,1.0,3.47952918
26544217,,1.0,2.0,,1.0,2.0,4.280717215
26559807,,2.0,3.0,,1.0,,2.8646237450000003
26658685,2.0,1.0,,,2.0,1.0,5.718723074999999
26737361,,2.0,2.0,,,2.0,4.048358415
26749659,,,2.0,,1.0,2.0,3.70888728
26787095,,,3.0,1.0,,2.0,4.293541095
26806933,,1.0,1.0,,,,0.9000186000000001
26809121,,1.0,3.0,,,1.0,3.387674125
26831299,1.0,,1.0,,3.0,1.0,4.875612425
26831307,,1.0,3.0,,1.0,1.0,4.07206534
26836869,2.0,,1.0,,1.0,2.0,6.38547324
26838639,1.0,2.0,2.0,,1.0,,3.0644990099999996
26963171,,2.0,,,1.0,3.0,3.787942305
26968941,,,1.0,,4.0,1.0,4.5484335300000005
26975285,1.0,,3.0,,1.0,1.0,4.291699895
27069823,,,,1.0,,,0.75399909
27102147,,,4.0,,1.0,1.0,3.39565886
27118927,1.0,1.0,,,,1.0,1.82409904
27120769,2.0,,,1.0,,1.0,3.3833188750000005
27125941,,,3.0,,1.0,2.0,4.605564745000001
27141871,2.0,,2.0,2.0,,,4.73359739
27179127,1.0,,,,,,1.2776351
27193375,,,,,,1.0,1.0199945
27246437,1.0,1.0,2.0,2.0,,,4.59183067
27272499,1.0,1.0,2.0,1.0,1.0,,4.110887385
27289549,,1.0,2.0,2.0,,1.0,3.787780575
27347961,1.0,1.0,1.0,,,3.0,5.459412394999999
27435663,5.0,,1.0,,,,6.27105074
27453147,1.0,,,1.0,,4.0,6.1827331050000005
27458959,1.0,1.0,1.0,,,3.0,5.970355130000001
27511691,1.0,1.0,,1.0,,,1.7590076000000001
27528015,,2.0,3.0,,1.0,,2.318320045
27553909,,,2.0,,,4.0,6.18095402
27556061,1.0,1.0,1.0,1.0,,,2.15811011
27590599,,,1.0,1.0,3.0,1.0,3.82693831
27642887,,1.0,,,2.0,3.0,6.03626173
27670241,,,1.0,,,,0.53499246
27754537,2.0,3.0,1.0,,,,3.4826255500000003
27765709,1.0,2.0,2.0,,,1.0,4.15789605
27779585,2.0,1.0,3.0,,,,2.74793918
28015941,1.0,,,,,,1.0468669
28016301,1.0,,,,,,1.0468669
28016319,1.0,,,,,,1.0468669
28016341,1.0,,,,,,1.0468669
28061955,1.0,1.0,1.0,1.0,,,3.41668285
28061979,3.0,1.0,1.0,,,1.0,3.6126712000000003
28077705,,,1.0,2.0,1.0,1.0,4.64556771
28077957,,1.0,,2.0,1.0,2.0,4.559939115
28095121,1.0,,3.0,,,2.0,5.19450052
28118367,1.0,1.0,,1.0,1.0,,2.9001280300000003
28163963,,,4.0,,,,2.19445494
28178637,,1.0,1.0,2.0,,2.0,4.534253635
28234787,,3.0,,,,1.0,1.52420298
28234827,,1.0,,1.0,2.0,2.0,4.9010335849999995
28234997,1.0,1.0,3.0,,,,2.9247888499999997
28235001,1.0,,2.0,3.0,,,3.808846625
28284045,,3.0,2.0,,,1.0,3.505011605
28308617,2.0,,1.0,,,,3.02486652
28317269,,2.0,1.0,1.0,,2.0,3.1063654649999997
28363931,,1.0,2.0,,1.0,2.0,4.75203227
28376215,,,,1.0,,2.0,3.365282245
28390453,,1.0,2.0,1.0,,1.0,2.34093092
28390459,,,,,,2.0,2.0036118
28458267,1.0,1.0,1.0,,1.0,2.0,5.10454939
28471893,,,,1.0,,1.0,1.8436083600000002
28471895,1.0,,,1.0,,,2.40798824
28471899,,,1.0,2.0,1.0,1.0,2.5924749599999997
28471901,,,1.0,2.0,1.0,1.0,2.5924749599999997
28471911,,,1.0,,,,0.51759267
28471917,1.0,2.0,,1.0,,1.0,3.626719345
28507043,2.0,,,,,,2.43185736
28520203,,,1.0,,,,0.43629253
28523107,1.0,,2.0,2.0,,1.0,4.659082645
28523361,,,1.0,,2.0,3.0,5.28750386
28563677,,1.0,1.0,1.0,2.0,1.0,4.032072384999999
28581983,2.0,,1.0,,,3.0,7.3615011
28599055,,,1.0,1.0,1.0,3.0,3.811749095
28618583,,,1.0,,,,0.43629253
28700603,,1.0,,,,5.0,3.9712398700000002
28704865,,3.0,,1.0,,1.0,2.92347558
28771447,,2.0,1.0,,2.0,1.0,4.40273322
28771461,1.0,1.0,4.0,,,,3.35146159
28775627,2.0,,1.0,2.0,1.0,,4.194463150000001
28808531,2.0,1.0,2.0,1.0,,,5.18946287
28819255,4.0,,,2.0,,,6.340273105
28820507,2.0,,1.0,2.0,,,4.8492992699999995
28833665,,1.0,1.0,1.0,,3.0,5.24585784
28849931,,1.0,1.0,,2.0,2.0,4.056939045
28849939,,,1.0,1.0,1.0,2.0,3.4009273550000003
28854699,,3.0,2.0,1.0,,,2.6705030499999998
28904141,3.0,,,1.0,,,4.6614278
28907455,,1.0,3.0,,,2.0,4.717845025
28926123,,2.0,3.0,,,1.0,3.478363645
28973979,,1.0,1.0,2.0,2.0,,3.93260138
28975303,,1.0,,4.0,,1.0,4.94361696
28985685,2.0,,,2.0,1.0,1.0,4.4457255799999995
28992245,1.0,,5.0,,,,4.10066038
29015629,1.0,2.0,,,,3.0,5.60181898
29017271,1.0,,,,,,1.11986328
29033129,1.0,2.0,,2.0,1.0,,4.790991619999999
29050375,1.0,3.0,2.0,,,,2.971091415
29051271,2.0,,2.0,2.0,,,4.582143965
29055637,1.0,,,,1.0,2.0,4.042130645
29104039,,,4.0,,2.0,,4.1964944200000005
29123539,,2.0,1.0,2.0,1.0,,3.8473776200000005
29140877,,2.0,1.0,2.0,1.0,,3.1200017599999996
29140885,,2.0,3.0,,,1.0,3.036622
29140887,,,4.0,,2.0,,4.0652442
29159037,,,4.0,,1.0,1.0,4.38576226
29159041,1.0,,2.0,3.0,,,3.90807308
29159055,1.0,1.0,2.0,1.0,1.0,,3.28608557
29159059,1.0,2.0,,,,3.0,5.6411451249999995
29159065,,2.0,1.0,1.0,1.0,1.0,3.2735057899999997
29159067,,2.0,2.0,,1.0,1.0,3.6840929200000003
29159079,,,1.0,1.0,,4.0,6.11100263
29159115,,1.0,2.0,2.0,,1.0,4.27033527
29159159,,5.0,1.0,,,,1.89167571
29159161,,1.0,4.0,1.0,,,2.7874765650000004
29167063,,2.0,1.0,,1.0,2.0,3.5617199
29182801,1.0,,2.0,,,3.0,5.33245741
29182807,,,,,2.0,4.0,6.272199134999999
29182821,,1.0,2.0,,2.0,1.0,4.730624264999999
29205379,1.0,2.0,1.0,2.0,,,3.39556396
29214135,2.0,,,2.0,,,3.8451513
29218333,1.0,,1.0,,1.0,2.0,4.303338265000001
29224001,2.0,,1.0,1.0,,,3.971781595
29228199,,1.0,1.0,1.0,,1.0,2.3234736849999997
29228217,1.0,3.0,,,1.0,1.0,3.55286976
29228223,1.0,1.0,4.0,,,,3.931814845
29241429,,,1.0,2.0,,3.0,4.968618865
29241437,1.0,1.0,1.0,1.0,,2.0,5.25886804
29241445,1.0,1.0,,2.0,1.0,1.0,4.784514345
29257533,,2.0,2.0,1.0,1.0,,4.168690675
29259567,,,1.0,1.0,,1.0,1.94215996
29284749,,,2.0,,1.0,2.0,4.46373677
29298897,,1.0,3.0,,1.0,1.0,3.6137333
29298919,,3.0,1.0,,1.0,1.0,3.0845614149999996
29298941,,2.0,1.0,1.0,1.0,1.0,3.2368113650000003
29298943,1.0,1.0,,1.0,1.0,2.0,3.63839836
29298945,,2.0,2.0,,1.0,1.0,3.14546793
29298949,,,1.0,1.0,,4.0,6.389851535
29299037,1.0,,4.0,1.0,,,2.868989825
29314483,,1.0,2.0,1.0,1.0,1.0,3.9858878
29320147,,,3.0,1.0,2.0,,4.201715184999999
29322469,,,4.0,,,2.0,3.9132525900000004
29346925,2.0,,,1.0,2.0,1.0,6.658285169999999
29347519,3.0,,,1.0,,2.0,6.50768457
29347525,,2.0,3.0,,,,2.5093376199999997
29352383,,1.0,4.0,,,1.0,3.8773015499999994
29352417,,1.0,1.0,1.0,,1.0,2.3234736849999997
29352431,,4.0,2.0,,,,2.3564351400000003
29352441,,2.0,4.0,,,,2.791141025
29358491,1.0,2.0,,3.0,,,3.2030586000000003
29407199,1.0,1.0,2.0,,1.0,1.0,4.114536535
29423005,5.0,,,,,,6.45998646
29437973,1.0,,1.0,2.0,,2.0,5.99120384
29439627,,1.0,1.0,,2.0,1.0,3.665649795
29456341,,1.0,4.0,,,1.0,3.6571697299999997
29467779,3.0,,2.0,,,1.0,5.5566572
29471203,,1.0,1.0,,2.0,2.0,4.853303935
29477621,1.0,1.0,,3.0,,1.0,4.833026535
29478509,1.0,,3.0,1.0,,1.0,4.01049711
29496963,1.0,,,1.0,4.0,,4.816295765
29496971,,,1.0,,,,0.43629253
29496981,,1.0,1.0,,2.0,2.0,4.047747355
29496989,1.0,1.0,1.0,,,,1.39960511
29496995,1.0,3.0,1.0,,,1.0,3.6251038600000003
29500097,,1.0,4.0,,,,2.46543871
29502137,1.0,2.0,1.0,1.0,,1.0,4.17250372
29527851,,,,,2.0,1.0,3.11001038
29545681,1.0,,2.0,1.0,,2.0,5.600603609999999
29545685,2.0,,1.0,1.0,,2.0,6.8454210699999996
29545689,,,3.0,1.0,,2.0,3.01048503
29545693,1.0,,,,,1.0,1.7277088200000001
29545699,,3.0,2.0,,,1.0,2.66441968
29545701,1.0,1.0,2.0,,,2.0,4.61630319
29545705,2.0,,1.0,1.0,,2.0,5.8686623650000005
29545711,,1.0,4.0,,,1.0,3.0909408
29545719,1.0,1.0,3.0,1.0,,,3.58805735
29545721,,2.0,4.0,,,,2.81070791
29545723,4.0,,1.0,,,1.0,6.60186343
29545725,2.0,1.0,2.0,1.0,,,4.74007394
29545729,3.0,,2.0,1.0,,,5.6677964
29545739,1.0,1.0,2.0,1.0,,1.0,4.8328695249999996
29545741,,3.0,2.0,,,1.0,2.09618708
29545743,1.0,,3.0,,1.0,1.0,4.46717889
29545745,2.0,,3.0,,,1.0,4.88696481
29545759,3.0,,,,1.0,2.0,6.34229953
29545765,3.0,,1.0,1.0,,1.0,6.357502069999999
29545767,4.0,1.0,1.0,,,,6.41342405
29545769,3.0,,2.0,,,1.0,6.159485710000001
29545775,3.0,,,1.0,,2.0,6.2837054299999995
29545785,2.0,1.0,,1.0,,2.0,4.75891481
29545789,,,2.0,1.0,1.0,2.0,3.889100295
29545791,4.0,,1.0,,,1.0,7.04684786
29545793,,1.0,4.0,,,1.0,2.8486578399999996
29545795,2.0,1.0,1.0,,1.0,1.0,4.785043725
29554059,1.0,,,3.0,,,3.635116915
29575615,,,5.0,1.0,,,4.200022004999999
29576721,1.0,,3.0,,,2.0,4.731859589999999
29576723,1.0,1.0,1.0,,,3.0,3.7106130950000002
29576727,1.0,1.0,,2.0,,2.0,5.26213372
29576735,3.0,,,1.0,,,4.43371965
29576741,3.0,,2.0,,,1.0,6.48880566
29589791,2.0,1.0,3.0,,,,4.17374878
29590287,1.0,,3.0,,2.0,,4.164653125
29600379,2.0,2.0,1.0,,,1.0,4.07250688
29615375,1.0,2.0,2.0,,1.0,,3.15847473
29616537,,3.0,2.0,,,1.0,2.53982053
29627699,1.0,1.0,3.0,,,1.0,4.21579784
29630241,,,2.0,2.0,,2.0,5.9480498399999995
29676903,2.0,2.0,,,1.0,1.0,4.439360515000001
29698447,1.0,,,1.0,,,2.180281
29699271,,,3.0,,,,1.9995664999999998
29701249,,,,4.0,,2.0,5.209806110000001
29702495,1.0,2.0,1.0,1.0,1.0,,3.4770766500000003
29719185,1.0,,2.0,,,3.0,4.9786864600000005
29742529,5.0,,,1.0,,,5.35635198
29753811,2.0,,1.0,2.0,,1.0,5.381618640000001
29808891,1.0,1.0,,2.0,,2.0,5.208141175
29810167,,,,1.0,,,0.545608425
29810969,2.0,,,,,,2.44092688
29812335,1.0,2.0,1.0,,,1.0,2.74387924
29833959,,1.0,3.0,,1.0,1.0,3.3002496600000004
29863355,,,1.0,,,,0.43629253
29880311,,,6.0,,,,4.17469139
29888421,2.0,2.0,,,1.0,1.0,4.04403734
29927581,1.0,2.0,1.0,1.0,,1.0,4.48385309
29942381,,,,1.0,,,1.0190877
29966321,,1.0,2.0,2.0,,1.0,3.83396601
29968903,,3.0,2.0,,,1.0,3.10844603
29990473,1.0,1.0,1.0,,1.0,2.0,4.129905925
29996197,1.0,,,1.0,1.0,3.0,4.912676425000001
30032267,,2.0,3.0,1.0,,,3.207167275
30045377,,1.0,3.0,2.0,,,2.98835087
30064501,,,2.0,2.0,,,2.00701631
30075797,1.0,1.0,1.0,,1.0,2.0,5.4600808999999995
30086141,2.0,2.0,1.0,1.0,,,3.6521821300000004
30096825,3.0,,,,,3.0,6.10705866
30113571,,5.0,,,1.0,,2.60755428
30125985,2.0,2.0,2.0,,,,2.839195805
30159501,,,1.0,1.0,,2.0,3.4514957600000002
30168465,,2.0,2.0,,,2.0,2.857097255
30176929,,1.0,3.0,,,2.0,3.19868966
30195637,3.0,1.0,,1.0,,1.0,4.396730649999999
30195645,3.0,,,1.0,,2.0,6.00812494
30200761,,4.0,,1.0,,1.0,2.97234173
30212575,,1.0,4.0,1.0,,,3.0680215
30214405,,1.0,,,,1.0,1.10546815
30226829,1.0,,1.0,,,4.0,6.421249919999999
30230537,,2.0,1.0,1.0,,2.0,3.48152846
30230791,6.0,,,,,,5.22813502
30268201,2.0,,3.0,,,1.0,4.81315932
30294005,2.0,,2.0,,,2.0,5.1231101
30314189,,4.0,,,1.0,1.0,2.5540009550000002
30320293,,2.0,3.0,,,1.0,2.31941964
30323089,1.0,,,1.0,,1.0,3.058462445
30326181,,2.0,2.0,,1.0,1.0,3.61259673
30328009,2.0,1.0,1.0,,,2.0,5.486993740000001
30328105,4.0,1.0,1.0,,,,6.098469629999999
30348721,2.0,,,,,,2.0744074599999998
30348727,,1.0,1.0,,,1.0,1.6310428200000002
30348737,,2.0,,1.0,,,1.403992345
30362223,,1.0,1.0,,,4.0,5.375455390000001
30363665,,,4.0,,,,2.66950722
30364021,,,1.0,1.0,1.0,3.0,5.2235523299999995
30366079,,3.0,,2.0,,1.0,3.4361094199999997
30379947,1.0,,,,1.0,2.0,4.48743787
30419909,,,1.0,,1.0,1.0,1.5333420150000001
30422547,,1.0,1.0,1.0,1.0,2.0,3.718241935
30422667,,3.0,1.0,1.0,,1.0,2.907007845
30436125,,,1.0,,,,0.43629253
30436131,1.0,,,1.0,,1.0,2.685162355
30437051,,2.0,1.0,1.0,,,1.473010535
30456187,,1.0,2.0,,,1.0,2.27785163
30473757,,1.0,4.0,1.0,,,3.394950735
30481745,,1.0,1.0,3.0,,1.0,4.669972825
30496401,5.0,,,1.0,,,7.420727180000001
30497971,2.0,,1.0,2.0,,1.0,5.547573700000001
30505877,,2.0,3.0,,,1.0,3.358620825
30510613,1.0,,,1.0,,,2.3335580499999997
30518475,,1.0,2.0,,1.0,2.0,4.90052075
30526859,2.0,,,2.0,1.0,1.0,4.961583804999999
30527675,1.0,2.0,1.0,2.0,,,3.730907275
30529747,1.0,,1.0,1.0,1.0,2.0,6.160389165
30541307,4.0,,2.0,,,,5.233089489999999
30555141,,,3.0,,,1.0,2.3715496600000003
30559461,2.0,,,2.0,1.0,1.0,6.957356965
30573653,,1.0,4.0,,,1.0,3.3812288450000003
30596101,1.0,,3.0,1.0,,1.0,5.69834136
30610929,1.0,1.0,,2.0,1.0,1.0,4.981207519999999
30612697,,,1.0,2.0,,3.0,4.518061115
30626431,2.0,1.0,2.0,,1.0,,4.36649897
30645907,1.0,1.0,,,2.0,2.0,5.51392548
30647263,,2.0,2.0,1.0,,1.0,3.50920758
30675641,,1.0,1.0,,,2.0,3.1527770999999998
30676809,,,1.0,,1.0,4.0,6.12409472
30679109,2.0,1.0,1.0,1.0,,1.0,4.63567948
30681477,3.0,,,2.0,,1.0,5.52506455
30692759,,,,1.0,,,0.55759509
30692771,1.0,1.0,1.0,3.0,,,3.5867913650000003
30692775,,,,1.0,,,1.04489619
30692787,3.0,,1.0,1.0,,1.0,5.51429864
30692803,,,4.0,,,,2.61478971
30695895,1.0,1.0,3.0,,,,2.37072452
