id_annonce,Backyard,Bathroom,Bedroom,Frontyard,Kitchen,LivingRoom,score
5251295,,4.0,,,,2.0,3.3672739
5300815,,1.0,1.0,1.0,2.0,1.0,3.77964069
5321629,,1.0,3.0,,,2.0,2.86294027
5372633,,1.0,5.0,,,,3.0828111999999996
5372691,,,1.0,,,,0.36431995
5389469,,2.0,1.0,2.0,,1.0,3.7468428100000004
5406881,,2.0,3.0,1.0,,,2.9197979600000004
5406925,1.0,1.0,3.0,,1.0,,4.330583355
5448729,,1.0,1.0,4.0,,,3.175841915
5498393,,2.0,2.0,,,2.0,3.2901109600000003
5539001,1.0,3.0,2.0,,,,3.32474938
5592679,1.0,,,2.0,,,2.9012405
5728603,,2.0,4.0,,,,3.114584125
5780039,,1.0,1.0,2.0,2.0,,4.520393395
5843341,,4.0,,,2.0,,3.256348725
6090705,2.0,,,,,,2.6308094
6234457,,2.0,,2.0,,2.0,4.22563114
6465931,1.0,,2.0,,1.0,2.0,5.83428161
6607283,2.0,,1.0,,1.0,2.0,5.5975253050000005
6881697,,2.0,,,1.0,3.0,3.973217015
6956857,,1.0,1.0,2.0,1.0,1.0,5.006527805
7016147,,4.0,,,1.0,,1.7163689
7205039,,,,3.0,,,2.129439435
7499187,,2.0,2.0,,1.0,1.0,2.98765342
7670947,1.0,1.0,,3.0,1.0,,3.14719997
7706407,,,,1.0,,,0.9768326999999999
7822729,2.0,,,3.0,,1.0,6.601303554999999
7910959,,,,1.0,,,0.5639123100000001
7970357,1.0,,1.0,3.0,,1.0,5.02095322
7970361,,2.0,2.0,1.0,,1.0,3.308369615
7970379,,3.0,1.0,1.0,,1.0,2.2891370650000002
7970391,,1.0,1.0,2.0,,2.0,4.4463117400000005
8184505,,,2.0,1.0,2.0,1.0,4.815521075
8221933,,2.0,,2.0,,2.0,4.147562655
8277557,1.0,,1.0,,,4.0,6.58056324
8595361,,1.0,3.0,,1.0,1.0,2.99715062
8794819,1.0,,,2.0,,2.0,3.76664699
9142531,2.0,2.0,,,,2.0,4.988581385
9187645,1.0,,,,,,0.90779876
9599491,,,1.0,,,,0.54313034
9661931,,,1.0,2.0,2.0,1.0,4.903287725
9733553,2.0,,,1.0,,,3.44371158
9963137,1.0,,3.0,,,2.0,4.58411315
0051837,,1.0,2.0,2.0,,1.0,3.54067076
0153187,2.0,,3.0,,,1.0,4.3890984500000005
0236749,2.0,,3.0,1.0,,,4.156586884999999
0458825,1.0,,2.0,2.0,,1.0,5.82700692
0468513,,3.0,,,,3.0,3.786761765
0479169,,1.0,5.0,,,,3.7899764400000002
0502693,,1.0,5.0,,,,2.40218921
0600173,1.0,1.0,1.0,1.0,,2.0,3.84777539
0658055,,1.0,4.0,,1.0,,4.12874535
0894563,3.0,,1.0,1.0,1.0,,4.833031715000001
0894597,,1.0,1.0,,,4.0,4.552331280000001
1017825,,,3.0,3.0,,,4.356013945
1138191,1.0,1.0,,1.0,,3.0,6.4395530700000005
1208503,,1.0,,2.0,2.0,1.0,4.091578955
1407191,1.0,,,,,,1.4797529
1407199,2.0,1.0,1.0,1.0,,1.0,3.473052585
1407215,,,,,,1.0,0.68214006
1407223,,3.0,1.0,,1.0,,2.29285769
1407239,,,,,,2.0,1.48278058
1407245,3.0,1.0,2.0,,,,4.37659287
1407309,2.0,,,,,,2.8105319800000004
1407317,,,2.0,1.0,2.0,1.0,4.56839242
1407347,,1.0,1.0,1.0,1.0,2.0,4.626333235000001
1407415,1.0,2.0,3.0,,,,2.9263950100000002
1407463,3.0,,,,,,4.14965542
1407547,3.0,,,,,,3.1870381400000003
1407595,,1.0,4.0,,,1.0,3.444271105
1407629,2.0,1.0,2.0,,1.0,,4.05504351
1407637,1.0,,,,,,1.31383408
1407671,,2.0,2.0,1.0,,1.0,3.510673755
1434561,,1.0,2.0,1.0,,,1.40327823
1434925,2.0,,1.0,,1.0,2.0,5.73839393
1434931,,,,,1.0,,0.661785225
1515815,,2.0,1.0,1.0,1.0,1.0,2.790430575
1561813,1.0,1.0,4.0,,,,4.36137946
1615711,,1.0,,,,1.0,1.50703832
1641191,,2.0,,3.0,,1.0,3.9691205599999995
1795437,3.0,,,1.0,1.0,1.0,5.95154214
1813465,2.0,,3.0,,,1.0,4.07953237
1875277,1.0,2.0,1.0,,2.0,,4.1251398550000005
1986587,,1.0,2.0,,1.0,2.0,3.805887265
2179229,,,,,,2.0,2.07123738
2179955,,,1.0,,,1.0,1.38710216
2233199,1.0,,,1.0,,,2.0590321
2478305,3.0,,,1.0,,,4.89839866
2627731,,,,,,5.0,4.5531324
2651161,,2.0,3.0,,,1.0,2.6691909000000003
2729585,1.0,,,4.0,,1.0,5.3625993350000005
2740651,4.0,,,2.0,,,4.446368505
2757559,,,1.0,,,,0.42753127
2914279,1.0,,,2.0,,,3.380729025
2965113,,,3.0,,,,1.83505758
2991583,,5.0,,1.0,,,1.638102195
3023943,,1.0,4.0,1.0,,,3.42812851
3081415,,1.0,1.0,,1.0,,1.5697459
3091999,,,,2.0,1.0,,2.114053965
3211519,,1.0,2.0,1.0,,2.0,4.362581525
3211527,,,2.0,,,,0.9546556
3211533,,1.0,,,1.0,,1.1851091550000001
3233759,1.0,1.0,1.0,1.0,,2.0,4.00278452
3233761,,1.0,1.0,1.0,1.0,2.0,3.2972105999999997
3233775,,2.0,4.0,,,,2.5804858850000003
3233787,,2.0,2.0,2.0,,,2.859585085
3233823,1.0,1.0,2.0,,1.0,1.0,3.554937945
3257341,,2.0,2.0,1.0,,1.0,3.3226151349999995
3257427,,,3.0,,1.0,2.0,4.292730629999999
3257457,,,,1.0,,,0.508818
3257463,,,1.0,,,1.0,1.64206571
3257465,,,2.0,,2.0,2.0,5.10229298
3257467,1.0,1.0,,,,,1.09601763
3273883,5.0,,,1.0,,,6.96864319
3274691,1.0,1.0,1.0,2.0,,1.0,4.19926929
3274709,,,1.0,,,,0.48320374
3354605,,,1.0,,3.0,2.0,5.18313747
3354631,,2.0,2.0,1.0,,1.0,3.410855925
3354641,,,2.0,,,,0.9546556
3376923,,4.0,2.0,,,,2.4755809849999997
3376977,1.0,1.0,1.0,1.0,1.0,1.0,3.9984528899999994
3398285,,2.0,2.0,1.0,,1.0,3.157506165
3398369,,,,1.0,,,0.508818
3398373,,1.0,1.0,,,,0.77642302
3398379,,,1.0,,,1.0,1.64206571
3398381,,,1.0,,3.0,2.0,5.826817415
3398383,1.0,1.0,,,,,1.09601763
3419063,1.0,1.0,1.0,2.0,,1.0,3.84369345
3419095,,,1.0,,,,0.48320374
3431173,2.0,,1.0,2.0,,,3.0028431499999995
3439695,1.0,,2.0,,1.0,2.0,4.82851318
3468865,,3.0,2.0,,,1.0,2.792926495
3468867,,1.0,5.0,,,,2.1464592899999997
3468871,1.0,,3.0,,1.0,1.0,4.80779296
3475041,,1.0,4.0,1.0,,,3.3242573249999996
3480275,,,3.0,,,3.0,4.27377605
3562325,1.0,1.0,1.0,1.0,,1.0,3.6310432149999996
3571105,,,1.0,2.0,1.0,2.0,5.04025986
3797247,,4.0,2.0,,,,2.161993035
3798343,,1.0,1.0,1.0,,3.0,4.40869988
3818725,1.0,1.0,,1.0,1.0,2.0,4.92005935
3916647,1.0,,,3.0,,2.0,5.095337545
4019409,,2.0,4.0,,,,3.116977625
4076993,,3.0,,,1.0,2.0,2.765527285
4130663,,1.0,3.0,1.0,,1.0,3.973844645
4172529,,1.0,3.0,,1.0,1.0,3.679025825
4196413,1.0,1.0,1.0,,,3.0,3.8500849899999996
4231449,,1.0,2.0,,,1.0,1.834890605
4238663,,2.0,,1.0,2.0,1.0,4.269932585
4238673,,,2.0,,,1.0,2.01104048
4238755,1.0,1.0,2.0,,,2.0,3.936871365
4261145,,3.0,1.0,1.0,,1.0,3.28749835
4489695,,,2.0,,3.0,,2.3750896499999996
4489987,3.0,,,1.0,,,3.69409989
4500839,,2.0,1.0,1.0,,2.0,3.12537283
4503249,,,2.0,1.0,,3.0,6.05803372
4505603,1.0,,,,,,0.4934892
4583695,2.0,,1.0,,,3.0,5.74528838
4643025,,1.0,3.0,2.0,,,3.6437153149999997
4701653,,2.0,2.0,,,,1.144406965
4806233,,3.0,1.0,,,2.0,4.087446955
4814971,2.0,,2.0,,,2.0,4.202846920000001
4859427,3.0,,,3.0,,,6.6027046899999995
4889411,1.0,,,,,,1.2067839
4929629,,,4.0,,1.0,1.0,4.35594316
4931515,,2.0,2.0,2.0,,,2.9038864999999996
4992879,,2.0,1.0,1.0,,,2.03316878
4992885,,,1.0,2.0,,,1.95243652
4992887,,,,1.0,,2.0,1.9409857050000001
4992889,1.0,,1.0,1.0,,,2.3408216449999997
4992895,,1.0,,2.0,,,1.5875837700000002
5060599,1.0,,,1.0,,,1.89836037
5077875,,1.0,,,,,0.155560075
5259051,,,1.0,3.0,,1.0,3.700138085
5328985,1.0,,,,,,1.40053808
5376821,,,,,,1.0,1.0625892
5541445,,2.0,1.0,3.0,,,3.47417683
5640291,2.0,2.0,1.0,,1.0,,3.7368140100000002
5640305,1.0,2.0,1.0,1.0,1.0,,3.13933204
5640309,1.0,1.0,1.0,1.0,2.0,,4.116398139999999
5822621,,,5.0,1.0,,,4.09819866
6004171,,,,1.0,,,0.537593805
6111901,1.0,,,1.0,1.0,3.0,6.0645574049999995
6178885,2.0,1.0,,,,,2.4898411
6231825,,2.0,2.0,,,2.0,3.48668174
6252331,,,3.0,,1.0,,2.317535965
6260257,,1.0,1.0,1.0,,3.0,3.734331545
6297267,,3.0,2.0,,1.0,,2.4837520900000003
6426921,,4.0,1.0,1.0,,,2.61134684
6426931,,,1.0,2.0,,,2.093024605
6447379,,4.0,,2.0,,,2.3986468600000004
6457773,,1.0,3.0,1.0,,1.0,3.47952918
6544217,,1.0,2.0,,1.0,2.0,4.280717215
6559807,,2.0,3.0,,1.0,,2.8646237450000003
6658685,2.0,1.0,,,2.0,1.0,5.718723074999999
6737361,,2.0,2.0,,,2.0,4.048358415
6749659,,,2.0,,1.0,2.0,3.70888728
6787095,,,3.0,1.0,,2.0,4.293541095
6806933,,1.0,1.0,,,,0.9000186000000001
6809121,,1.0,3.0,,,1.0,3.387674125
6831299,1.0,,1.0,,3.0,1.0,4.875612425
6831307,,1.0,3.0,,1.0,1.0,4.07206534
6836869,2.0,,1.0,,1.0,2.0,6.38547324
6838639,1.0,2.0,2.0,,1.0,,3.0644990099999996
6963171,,2.0,,,1.0,3.0,3.787942305
6968941,,,1.0,,4.0,1.0,4.5484335300000005
6975285,1.0,,3.0,,1.0,1.0,4.291699895
7069823,,,,1.0,,,0.75399909
7102147,,,4.0,,1.0,1.0,3.39565886
7118927,1.0,1.0,,,,1.0,1.82409904
7120769,2.0,,,1.0,,1.0,3.3833188750000005
7125941,,,3.0,,1.0,2.0,4.605564745000001
7141871,2.0,,2.0,2.0,,,4.73359739
7179127,1.0,,,,,,1.2776351
7193375,,,,,,1.0,1.0199945
7246437,1.0,1.0,2.0,2.0,,,4.59183067
7272499,1.0,1.0,2.0,1.0,1.0,,4.110887385
7289549,,1.0,2.0,2.0,,1.0,3.787780575
7347961,1.0,1.0,1.0,,,3.0,5.459412394999999
7435663,5.0,,1.0,,,,6.27105074
7453147,1.0,,,1.0,,4.0,6.1827331050000005
7458959,1.0,1.0,1.0,,,3.0,5.970355130000001
7511691,1.0,1.0,,1.0,,,1.7590076000000001
7528015,,2.0,3.0,,1.0,,2.318320045
7553909,,,2.0,,,4.0,6.18095402
7556061,1.0,1.0,1.0,1.0,,,2.15811011
7590599,,,1.0,1.0,3.0,1.0,3.82693831
7642887,,1.0,,,2.0,3.0,6.03626173
7670241,,,1.0,,,,0.53499246
7754537,2.0,3.0,1.0,,,,3.4826255500000003
7765709,1.0,2.0,2.0,,,1.0,4.15789605
7779585,2.0,1.0,3.0,,,,2.74793918
8015941,1.0,,,,,,1.0468669
8016301,1.0,,,,,,1.0468669
8016319,1.0,,,,,,1.0468669
8016341,1.0,,,,,,1.0468669
8061955,1.0,1.0,1.0,1.0,,,3.41668285
8061979,3.0,1.0,1.0,,,1.0,3.6126712000000003
8077705,,,1.0,2.0,1.0,1.0,4.64556771
8077957,,1.0,,2.0,1.0,2.0,4.559939115
8095121,1.0,,3.0,,,2.0,5.19450052
8118367,1.0,1.0,,1.0,1.0,,2.9001280300000003
8163963,,,4.0,,,,2.19445494
8178637,,1.0,1.0,2.0,,2.0,4.534253635
8234787,,3.0,,,,1.0,1.52420298
8234827,,1.0,,1.0,2.0,2.0,4.9010335849999995
8234997,1.0,1.0,3.0,,,,2.9247888499999997
8235001,1.0,,2.0,3.0,,,3.808846625
8284045,,3.0,2.0,,,1.0,3.505011605
8308617,2.0,,1.0,,,,3.02486652
8317269,,2.0,1.0,1.0,,2.0,3.1063654649999997
8363931,,1.0,2.0,,1.0,2.0,4.75203227
8376215,,,,1.0,,2.0,3.365282245
8390453,,1.0,2.0,1.0,,1.0,2.34093092
8390459,,,,,,2.0,2.0036118
8458267,1.0,1.0,1.0,,1.0,2.0,5.10454939
8471893,,,,1.0,,1.0,1.8436083600000002
8471895,1.0,,,1.0,,,2.40798824
8471899,,,1.0,2.0,1.0,1.0,2.5924749599999997
8471901,,,1.0,2.0,1.0,1.0,2.5924749599999997
8471911,,,1.0,,,,0.51759267
8471917,1.0,2.0,,1.0,,1.0,3.626719345
8507043,2.0,,,,,,2.43185736
8520203,,,1.0,,,,0.43629253
8523107,1.0,,2.0,2.0,,1.0,4.659082645
8523361,,,1.0,,2.0,3.0,5.28750386
8563677,,1.0,1.0,1.0,2.0,1.0,4.032072384999999
8581983,2.0,,1.0,,,3.0,7.3615011
8599055,,,1.0,1.0,1.0,3.0,3.811749095
8618583,,,1.0,,,,0.43629253
8700603,,1.0,,,,5.0,3.9712398700000002
8704865,,3.0,,1.0,,1.0,2.92347558
8771447,,2.0,1.0,,2.0,1.0,4.40273322
8771461,1.0,1.0,4.0,,,,3.35146159
8775627,2.0,,1.0,2.0,1.0,,4.194463150000001
8808531,2.0,1.0,2.0,1.0,,,5.18946287
8819255,4.0,,,2.0,,,6.340273105
8820507,2.0,,1.0,2.0,,,4.8492992699999995
8833665,,1.0,1.0,1.0,,3.0,5.24585784
8849931,,1.0,1.0,,2.0,2.0,4.056939045
8849939,,,1.0,1.0,1.0,2.0,3.4009273550000003
8854699,,3.0,2.0,1.0,,,2.6705030499999998
8904141,3.0,,,1.0,,,4.6614278
8907455,,1.0,3.0,,,2.0,4.717845025
8926123,,2.0,3.0,,,1.0,3.478363645
8973979,,1.0,1.0,2.0,2.0,,3.93260138
8975303,,1.0,,4.0,,1.0,4.94361696
8985685,2.0,,,2.0,1.0,1.0,4.4457255799999995
8992245,1.0,,5.0,,,,4.10066038
9015629,1.0,2.0,,,,3.0,5.60181898
9017271,1.0,,,,,,1.11986328
9033129,1.0,2.0,,2.0,1.0,,4.790991619999999
9050375,1.0,3.0,2.0,,,,2.971091415
9051271,2.0,,2.0,2.0,,,4.582143965
9055637,1.0,,,,1.0,2.0,4.042130645
9104039,,,4.0,,2.0,,4.1964944200000005
9123539,,2.0,1.0,2.0,1.0,,3.8473776200000005
9140877,,2.0,1.0,2.0,1.0,,3.1200017599999996
9140885,,2.0,3.0,,,1.0,3.036622
9140887,,,4.0,,2.0,,4.0652442
9159037,,,4.0,,1.0,1.0,4.38576226
9159041,1.0,,2.0,3.0,,,3.90807308
9159055,1.0,1.0,2.0,1.0,1.0,,3.28608557
9159059,1.0,2.0,,,,3.0,5.6411451249999995
9159065,,2.0,1.0,1.0,1.0,1.0,3.2735057899999997
9159067,,2.0,2.0,,1.0,1.0,3.6840929200000003
9159079,,,1.0,1.0,,4.0,6.11100263
9159115,,1.0,2.0,2.0,,1.0,4.27033527
9159159,,5.0,1.0,,,,1.89167571
9159161,,1.0,4.0,1.0,,,2.7874765650000004
9167063,,2.0,1.0,,1.0,2.0,3.5617199
9182801,1.0,,2.0,,,3.0,5.33245741
9182807,,,,,2.0,4.0,6.272199134999999
9182821,,1.0,2.0,,2.0,1.0,4.730624264999999
9205379,1.0,2.0,1.0,2.0,,,3.39556396
9214135,2.0,,,2.0,,,3.8451513
9218333,1.0,,1.0,,1.0,2.0,4.303338265000001
9224001,2.0,,1.0,1.0,,,3.971781595
9228199,,1.0,1.0,1.0,,1.0,2.3234736849999997
9228217,1.0,3.0,,,1.0,1.0,3.55286976
9228223,1.0,1.0,4.0,,,,3.931814845
9241429,,,1.0,2.0,,3.0,4.968618865
9241437,1.0,1.0,1.0,1.0,,2.0,5.25886804
9241445,1.0,1.0,,2.0,1.0,1.0,4.784514345
9257533,,2.0,2.0,1.0,1.0,,4.168690675
9259567,,,1.0,1.0,,1.0,1.94215996
9284749,,,2.0,,1.0,2.0,4.46373677
9298897,,1.0,3.0,,1.0,1.0,3.6137333
9298919,,3.0,1.0,,1.0,1.0,3.0845614149999996
9298941,,2.0,1.0,1.0,1.0,1.0,3.2368113650000003
9298943,1.0,1.0,,1.0,1.0,2.0,3.63839836
9298945,,2.0,2.0,,1.0,1.0,3.14546793
9298949,,,1.0,1.0,,4.0,6.389851535
9299037,1.0,,4.0,1.0,,,2.868989825
9314483,,1.0,2.0,1.0,1.0,1.0,3.9858878
9320147,,,3.0,1.0,2.0,,4.201715184999999
9322469,,,4.0,,,2.0,3.9132525900000004
9346925,2.0,,,1.0,2.0,1.0,6.658285169999999
9347519,3.0,,,1.0,,2.0,6.50768457
9347525,,2.0,3.0,,,,2.5093376199999997
9352383,,1.0,4.0,,,1.0,3.8773015499999994
9352417,,1.0,1.0,1.0,,1.0,2.3234736849999997
9352431,,4.0,2.0,,,,2.3564351400000003
9352441,,2.0,4.0,,,,2.791141025
9358491,1.0,2.0,,3.0,,,3.2030586000000003
9407199,1.0,1.0,2.0,,1.0,1.0,4.114536535
9423005,5.0,,,,,,6.45998646
9437973,1.0,,1.0,2.0,,2.0,5.99120384
9439627,,1.0,1.0,,2.0,1.0,3.665649795
9456341,,1.0,4.0,,,1.0,3.6571697299999997
9467779,3.0,,2.0,,,1.0,5.5566572
9471203,,1.0,1.0,,2.0,2.0,4.853303935
9477621,1.0,1.0,,3.0,,1.0,4.833026535
9478509,1.0,,3.0,1.0,,1.0,4.01049711
9496963,1.0,,,1.0,4.0,,4.816295765
9496971,,,1.0,,,,0.43629253
9496981,,1.0,1.0,,2.0,2.0,4.047747355
9496989,1.0,1.0,1.0,,,,1.39960511
9496995,1.0,3.0,1.0,,,1.0,3.6251038600000003
9500097,,1.0,4.0,,,,2.46543871
9502137,1.0,2.0,1.0,1.0,,1.0,4.17250372
9527851,,,,,2.0,1.0,3.11001038
9545681,1.0,,2.0,1.0,,2.0,5.600603609999999
9545685,2.0,,1.0,1.0,,2.0,6.8454210699999996
9545689,,,3.0,1.0,,2.0,3.01048503
9545693,1.0,,,,,1.0,1.7277088200000001
9545699,,3.0,2.0,,,1.0,2.66441968
9545701,1.0,1.0,2.0,,,2.0,4.61630319
9545705,2.0,,1.0,1.0,,2.0,5.8686623650000005
9545711,,1.0,4.0,,,1.0,3.0909408
9545719,1.0,1.0,3.0,1.0,,,3.58805735
9545721,,2.0,4.0,,,,2.81070791
9545723,4.0,,1.0,,,1.0,6.60186343
9545725,2.0,1.0,2.0,1.0,,,4.74007394
9545729,3.0,,2.0,1.0,,,5.6677964
9545739,1.0,1.0,2.0,1.0,,1.0,4.8328695249999996
9545741,,3.0,2.0,,,1.0,2.09618708
9545743,1.0,,3.0,,1.0,1.0,4.46717889
9545745,2.0,,3.0,,,1.0,4.88696481
9545759,3.0,,,,1.0,2.0,6.34229953
9545765,3.0,,1.0,1.0,,1.0,6.357502069999999
9545767,4.0,1.0,1.0,,,,6.41342405
9545769,3.0,,2.0,,,1.0,6.159485710000001
9545775,3.0,,,1.0,,2.0,6.2837054299999995
9545785,2.0,1.0,,1.0,,2.0,4.75891481
9545789,,,2.0,1.0,1.0,2.0,3.889100295
9545791,4.0,,1.0,,,1.0,7.04684786
9545793,,1.0,4.0,,,1.0,2.8486578399999996
9545795,2.0,1.0,1.0,,1.0,1.0,4.785043725
9554059,1.0,,,3.0,,,3.635116915
9575615,,,5.0,1.0,,,4.200022004999999
9576721,1.0,,3.0,,,2.0,4.731859589999999
9576723,1.0,1.0,1.0,,,3.0,3.7106130950000002
9576727,1.0,1.0,,2.0,,2.0,5.26213372
9576735,3.0,,,1.0,,,4.43371965
9576741,3.0,,2.0,,,1.0,6.48880566
9589791,2.0,1.0,3.0,,,,4.17374878
9590287,1.0,,3.0,,2.0,,4.164653125
9600379,2.0,2.0,1.0,,,1.0,4.07250688
9615375,1.0,2.0,2.0,,1.0,,3.15847473
9616537,,3.0,2.0,,,1.0,2.53982053
9627699,1.0,1.0,3.0,,,1.0,4.21579784
9630241,,,2.0,2.0,,2.0,5.9480498399999995
9676903,2.0,2.0,,,1.0,1.0,4.439360515000001
9698447,1.0,,,1.0,,,2.180281
9699271,,,3.0,,,,1.9995664999999998
9701249,,,,4.0,,2.0,5.209806110000001
9702495,1.0,2.0,1.0,1.0,1.0,,3.4770766500000003
9719185,1.0,,2.0,,,3.0,4.9786864600000005
9742529,5.0,,,1.0,,,5.35635198
9753811,2.0,,1.0,2.0,,1.0,5.381618640000001
9808891,1.0,1.0,,2.0,,2.0,5.208141175
9810167,,,,1.0,,,0.545608425
9810969,2.0,,,,,,2.44092688
9812335,1.0,2.0,1.0,,,1.0,2.74387924
9833959,,1.0,3.0,,1.0,1.0,3.3002496600000004
9863355,,,1.0,,,,0.43629253
9880311,,,6.0,,,,4.17469139
9888421,2.0,2.0,,,1.0,1.0,4.04403734
9927581,1.0,2.0,1.0,1.0,,1.0,4.48385309
9942381,,,,1.0,,,1.0190877
9966321,,1.0,2.0,2.0,,1.0,3.83396601
9968903,,3.0,2.0,,,1.0,3.10844603
9990473,1.0,1.0,1.0,,1.0,2.0,4.129905925
9996197,1.0,,,1.0,1.0,3.0,4.912676425000001
0032267,,2.0,3.0,1.0,,,3.207167275
0045377,,1.0,3.0,2.0,,,2.98835087
0064501,,,2.0,2.0,,,2.00701631
0075797,1.0,1.0,1.0,,1.0,2.0,5.4600808999999995
0086141,2.0,2.0,1.0,1.0,,,3.6521821300000004
0096825,3.0,,,,,3.0,6.10705866
0113571,,5.0,,,1.0,,2.60755428
0125985,2.0,2.0,2.0,,,,2.839195805
0159501,,,1.0,1.0,,2.0,3.4514957600000002
0168465,,2.0,2.0,,,2.0,2.857097255
0176929,,1.0,3.0,,,2.0,3.19868966
0195637,3.0,1.0,,1.0,,1.0,4.396730649999999
0195645,3.0,,,1.0,,2.0,6.00812494
0200761,,4.0,,1.0,,1.0,2.97234173
0212575,,1.0,4.0,1.0,,,3.0680215
0214405,,1.0,,,,1.0,1.10546815
0226829,1.0,,1.0,,,4.0,6.421249919999999
0230537,,2.0,1.0,1.0,,2.0,3.48152846
0230791,6.0,,,,,,5.22813502
0268201,2.0,,3.0,,,1.0,4.81315932
0294005,2.0,,2.0,,,2.0,5.1231101
0314189,,4.0,,,1.0,1.0,2.5540009550000002
0320293,,2.0,3.0,,,1.0,2.31941964
0323089,1.0,,,1.0,,1.0,3.058462445
0326181,,2.0,2.0,,1.0,1.0,3.61259673
0328009,2.0,1.0,1.0,,,2.0,5.486993740000001
0328105,4.0,1.0,1.0,,,,6.098469629999999
0348721,2.0,,,,,,2.0744074599999998
0348727,,1.0,1.0,,,1.0,1.6310428200000002
0348737,,2.0,,1.0,,,1.403992345
0362223,,1.0,1.0,,,4.0,5.375455390000001
0363665,,,4.0,,,,2.66950722
0364021,,,1.0,1.0,1.0,3.0,5.2235523299999995
0366079,,3.0,,2.0,,1.0,3.4361094199999997
0379947,1.0,,,,1.0,2.0,4.48743787
0419909,,,1.0,,1.0,1.0,1.5333420150000001
0422547,,1.0,1.0,1.0,1.0,2.0,3.718241935
0422667,,3.0,1.0,1.0,,1.0,2.907007845
0436125,,,1.0,,,,0.43629253
0436131,1.0,,,1.0,,1.0,2.685162355
0437051,,2.0,1.0,1.0,,,1.473010535
0456187,,1.0,2.0,,,1.0,2.27785163
0473757,,1.0,4.0,1.0,,,3.394950735
0481745,,1.0,1.0,3.0,,1.0,4.669972825
0496401,5.0,,,1.0,,,7.420727180000001
0497971,2.0,,1.0,2.0,,1.0,5.547573700000001
0505877,,2.0,3.0,,,1.0,3.358620825
0510613,1.0,,,1.0,,,2.3335580499999997
0518475,,1.0,2.0,,1.0,2.0,4.90052075
0526859,2.0,,,2.0,1.0,1.0,4.961583804999999
0527675,1.0,2.0,1.0,2.0,,,3.730907275
0529747,1.0,,1.0,1.0,1.0,2.0,6.160389165
0541307,4.0,,2.0,,,,5.233089489999999
0555141,,,3.0,,,1.0,2.3715496600000003
0559461,2.0,,,2.0,1.0,1.0,6.957356965
0573653,,1.0,4.0,,,1.0,3.3812288450000003
0596101,1.0,,3.0,1.0,,1.0,5.69834136
0610929,1.0,1.0,,2.0,1.0,1.0,4.981207519999999
0612697,,,1.0,2.0,,3.0,4.518061115
0626431,2.0,1.0,2.0,,1.0,,4.36649897
0645907,1.0,1.0,,,2.0,2.0,5.51392548
0647263,,2.0,2.0,1.0,,1.0,3.50920758
0675641,,1.0,1.0,,,2.0,3.1527770999999998
0676809,,,1.0,,1.0,4.0,6.12409472
0679109,2.0,1.0,1.0,1.0,,1.0,4.63567948
0681477,3.0,,,2.0,,1.0,5.52506455
0692759,,,,1.0,,,0.55759509
0692771,1.0,1.0,1.0,3.0,,,3.5867913650000003
0692775,,,,1.0,,,1.04489619
0692787,3.0,,1.0,1.0,,1.0,5.51429864
0692803,,,4.0,,,,2.61478971
0695895,1.0,1.0,3.0,,,,2.37072452
