id_annonce,gray_mean,quartile_inf,quartile_sup
19599491,118.22489634036415,83.0,148.0
19661931,95.99842905617695,46.0,136.0
19733553,189.76089380390016,168.0,231.0
19963137,139.4235892924469,111.0,164.0
20051837,88.24955330553901,26.0,163.25
20153187,155.08719851576996,144.0,163.0
20236749,150.39330874604846,129.0,183.0
20458825,119.42307889607059,68.0,167.0
20468513,111.9843210204624,80.5,143.0
20479169,111.07315350939133,70.0,138.0
20502693,50.25172803820536,20.0,53.0
20600173,117.25427199548086,56.0,178.0
20658055,160.01372549019607,145.0,180.0
20894563,122.98466666666667,86.0,172.0
20894597,122.8032,75.0,154.0
21017825,132.55377930808328,102.0,175.0
21138191,113.72830101569714,75.0,150.0
21208503,92.15471427105776,38.0,141.0
21407191,170.8635789473684,126.0,218.0
21407199,145.44152046783626,113.0,180.0
21407215,153.17415204678363,97.0,219.0
21407223,143.5162807017544,109.0,175.0
21407239,153.17415204678363,97.0,219.0
21407245,118.1019649122807,77.0,136.0
21407309,126.67176608187134,75.0,171.0
21407317,136.37805847953217,92.0,185.0
21407347,127.14306432748538,83.0,162.0
21407415,163.88839766081873,126.0,184.0
21407463,121.95059649122807,105.0,131.0
21407547,121.73235087719299,89.0,129.75
21407595,126.46493567251461,83.0,166.0
21407629,110.2094970760234,70.0,127.0
21407637,128.87576608187135,88.0,159.0
21407671,123.642783625731,82.0,154.0
21434561,114.9936134195137,71.0,152.0
21434925,111.76638965835642,58.0,165.0
21434931,147.73348209705551,114.0,180.0
21515815,97.66502573282614,46.0,150.75
21561813,156.34176260964912,137.0,170.0
21615711,136.85792967095043,90.0,182.0
21641191,142.2019665160776,95.0,198.0
21795437,108.8634684281236,88.0,127.0
21813465,127.71127777332157,56.0,180.0
21875277,170.64009320717412,129.0,217.0
21986587,110.74674461865533,65.0,154.0
22179229,106.6866281261782,77.0,125.75
22179955,136.97417368354908,115.0,144.0
22233199,215.6079746835443,160.0,254.0
22478305,113.07691082440212,76.0,145.0
22627731,175.17016200818944,148.0,216.0
22651161,164.3183549937689,139.0,199.0
22729585,130.69541910331384,91.0,166.0
22740651,139.31573621184012,85.0,196.0
22757559,208.3985655737705,154.0,254.0
22914279,133.32612793766495,89.0,165.0
22965113,112.62362362362363,87.0,130.0
22991583,192.7774269005848,173.0,227.0
23023943,99.03208679593722,64.0,111.0
23081415,131.26073407202216,102.0,159.0
23091999,109.65529057017544,69.0,145.0
23211519,110.15306666666666,69.0,151.0
23211527,88.41706666666667,47.0,97.0
23211533,127.91586206896552,88.0,162.0
23233759,109.942,88.0,129.0
23233761,121.28693333333334,90.0,160.0
23233775,151.19813333333335,108.0,202.0
23233787,128.532,97.0,159.0
23233823,134.5732,115.0,166.0
23257341,142.60511627906976,109.0,184.0
23257427,97.71293333333334,76.0,124.0
23257457,126.02293333333333,94.0,185.0
23257463,150.94636363636363,90.0,229.0
23257465,110.01213333333334,55.0,152.0
23257467,217.8761111111111,217.0,247.0
23273883,122.3945222383175,72.0,156.0
23274691,131.15226666666666,118.0,151.0
23274709,106.64373333333333,70.0,96.0
23354605,75.44466666666666,23.0,105.0
23354631,140.13689655172413,117.0,168.0
23354641,81.75346666666667,35.0,76.0
23376923,137.01506666666666,117.0,166.0
23376977,119.22786666666667,79.0,147.0
23398285,125.13746666666667,65.0,200.0
23398369,126.02293333333333,94.0,185.0
23398373,229.09092783505156,231.0,252.0
23398379,160.20727272727274,81.0,232.0
23398381,95.1745,61.0,124.0
23398383,116.61439393939393,101.0,137.0
23419063,123.7596,86.0,163.0
23419095,106.64373333333333,70.0,96.0
23431173,153.72162673392182,91.0,224.0
23439695,176.87154982137574,161.0,196.0
23468865,180.11137617945522,163.0,204.0
23468867,178.83510485492675,165.0,194.0
23468871,173.0410895495816,149.0,205.0
23475041,189.50643015521064,155.0,235.0
23480275,153.698745571196,127.0,184.0
23562325,132.5057039149598,97.0,161.0
23571105,124.06635666708559,84.0,166.0
23797247,209.84646557915255,199.0,233.0
23798343,162.69432283575767,122.0,195.0
23818725,118.01854897660819,29.0,196.0
23916647,125.48017338668308,62.0,189.0
24019409,173.6511252190138,163.0,189.0
24076993,135.38347063513154,101.0,170.0
24130663,101.89719743621968,68.0,121.0
24172529,111.88226425438596,58.0,155.0
24196413,88.13836873193415,56.0,113.0
24231449,164.1990997229917,144.0,187.0
24238663,120.91112471100232,75.0,160.0
24238673,114.13905544451848,53.0,169.0
24238755,158.0915532260804,95.0,214.0
24261145,155.51730088093726,120.0,194.0
24489695,136.90069784230369,81.0,187.0
24489987,94.5982683982684,40.0,130.0
24500839,138.3386605783866,104.0,171.0
24503249,179.93466752225876,150.0,218.0
24505603,145.21578204710735,89.0,201.0
24583695,141.2358251504593,106.0,185.0
24643025,124.11566162971332,98.0,164.0
24701653,150.37731681551907,128.0,170.0
24806233,150.73234049479166,108.0,187.0
24814971,138.4880989022263,87.0,184.0
24859427,125.14076655052264,76.0,166.0
24889411,152.86839540371398,101.0,210.0
24929629,105.17038575972094,67.0,130.0
24931515,94.92590027700831,70.0,114.0
24992879,174.9090057261843,147.0,213.0
24992885,142.84249209274807,115.0,178.0
24992887,140.47853457172343,96.0,173.0
24992889,140.47853457172343,96.0,173.0
24992895,213.7328013320338,199.0,239.0
25060599,144.47128314691466,118.0,171.0
25077875,192.0185185185185,177.0,221.0
25259051,108.1106432748538,91.0,125.0
25328985,95.29370365715722,75.0,105.0
25376821,122.93031875463306,49.0,175.0
25541445,131.98897427330436,110.0,145.0
25640291,234.03669724770643,231.0,255.0
25640305,109.54326597043266,80.0,142.0
25640309,109.54326597043266,80.0,142.0
25822621,153.45919257207345,128.0,181.0
26004171,155.1955963744285,65.0,218.0
26111901,107.34115018376211,58.0,145.0
26178885,237.5533089133089,251.0,255.0
26231825,162.478874835668,147.0,187.0
26252331,130.80378206328402,110.0,147.0
26260257,110.9776773850651,87.0,135.5
26297267,183.61807479224376,163.0,210.0
26426921,145.9144352108341,119.0,171.0
26426931,130.56394275161588,58.0,193.0
26447379,160.82704293628808,129.0,201.0
26457773,118.48740675383011,64.0,175.0
26544217,120.19252077562327,71.0,166.0
26559807,100.24280807213397,64.0,128.0
26658685,144.3382128820085,68.0,218.0
26737361,111.59162895927602,81.0,129.0
26749659,88.18601737387237,32.0,161.0
26787095,170.60444239253104,146.0,200.0
26806933,240.61876709446665,231.0,254.0
26809121,160.80953717815032,124.0,199.0
26831299,107.86075091109416,52.0,146.0
26831307,136.3606161967825,86.0,197.0
26836869,125.71171893799631,72.0,165.0
26838639,93.6842253918938,49.0,130.0
26963171,182.19026229245208,116.0,255.0
26968941,108.50608108108108,56.0,137.0
26975285,140.25069252077563,121.0,172.0
27069823,153.01082740788624,103.0,228.0
27102147,142.340174531351,100.0,179.0
27118927,148.41763277589686,108.0,177.0
27120769,183.55184114616063,165.0,221.0
27125941,112.22376523815508,52.0,162.0
27141871,112.33306936965474,75.0,146.0
27179127,156.96068020929516,127.0,176.0
27193375,132.54855371900825,91.0,174.0
27246437,124.50613238673857,76.0,162.0
27272499,83.10262131938032,12.0,157.0
27289549,109.51934206518428,85.0,125.0
27347961,133.8577096558637,96.0,169.0
27435663,100.90769353721562,58.0,132.0
27453147,58.654921621239936,23.0,85.0
27458959,153.25823330255463,118.0,190.0
27511691,168.06135953919886,139.0,210.0
27528015,152.17077049348518,138.0,184.0
27553909,123.75768027592845,80.0,153.0
27556061,244.58734447656153,248.0,254.0
27590599,93.77290448343079,52.0,129.0
27642887,94.04011904761904,50.0,130.0
27670241,170.0,155.0,185.0
27754537,107.94131527649533,51.0,146.0
27765709,155.85867446393763,140.0,175.0
27779585,71.78200984918436,24.0,110.0
28015941,190.77261513157896,168.0,252.0
28016301,190.77261513157896,168.0,252.0
28016319,190.77261513157896,168.0,252.0
28016341,190.77261513157896,168.0,252.0
28061955,134.46396250808016,75.0,186.0
28061979,129.89663486200882,82.0,173.0
28077705,84.06364851319746,29.0,146.0
28077957,158.32205021256115,63.0,255.0
28095121,136.0397542719955,75.0,197.0
28118367,127.74934210526315,81.0,170.0
28163963,142.67275371687137,100.0,184.0
28178637,192.2481830096509,147.0,254.0
28234787,198.5860048015817,177.0,230.0
28234827,73.89613049004377,44.0,105.0
28234997,152.85341053523513,128.0,182.0
28235001,135.83932386577857,82.0,187.0
28284045,91.76239669421487,56.0,122.0
28308617,156.50092336103415,140.0,180.0
28317269,112.16779521904175,65.0,153.0
28363931,110.2589812784618,49.0,152.0
28376215,126.51785345717234,82.0,171.0
28390453,148.7612855237509,114.0,202.0
28390459,140.99174406604746,91.0,197.0
28458267,143.1526734423332,100.0,188.0
28471893,129.61929824561403,89.0,167.0
28471895,113.36666666666666,82.0,128.75
28471899,122.07936016511869,84.0,160.0
28471901,184.6670794633643,142.0,228.0
28471911,229.67008430166325,239.0,255.0
28471917,189.76370830977953,182.0,205.0
28507043,187.5188206669529,135.0,254.0
28520203,230.4696160691584,249.0,255.0
28523107,142.074085710695,105.0,178.0
28523361,144.8065951136845,118.0,180.0
28563677,94.99929388504448,38.25,141.0
28581983,128.34475014037056,80.0,164.0
28599055,123.92880482593942,75.0,165.0
28618583,230.4696160691584,249.0,255.0
28700603,127.46014517486972,92.0,168.0
28704865,124.33296925842492,91.0,151.0
28771447,142.60159536267568,97.0,190.0
28771461,157.62262568566118,145.0,167.0
28775627,113.15646600477567,69.0,154.0
28808531,127.02685441674362,86.0,164.0
28819255,128.01709927841046,80.0,176.0
28820507,127.06783170637358,70.0,174.0
28833665,148.93196350149043,89.0,213.0
28849931,158.33071714373654,130.0,201.0
28849939,125.1878270236996,88.0,167.0
28854699,201.6398107611919,197.0,216.0
28904141,110.90951363579238,71.0,147.0
28907455,153.1650758001123,124.0,169.0
28926123,179.7266480078276,163.0,207.0
28973979,94.58877010233918,57.0,131.0
28975303,169.41208937358692,113.0,218.0
28985685,137.0726654298083,96.0,173.0
28992245,145.58842138563745,125.0,171.0
29015629,153.44972826086956,135.0,188.0
29017271,224.6123046875,218.75,255.0
29033129,157.3632225192115,133.0,187.0
29050375,78.37806504565508,25.0,108.0
29051271,144.54891640866873,114.0,184.0
29055637,88.8070403874269,52.0,123.0
29104039,146.61920304637562,119.0,182.0
29123539,129.2960033893518,108.0,151.0
29140877,96.9752,36.0,152.0
29140885,125.91906666666667,83.0,159.0
29140887,123.30906666666667,107.0,139.0
29159037,129.4431818181818,105.0,152.0
29159041,119.31586666666666,62.0,178.0
29159055,126.37013333333333,91.0,163.0
29159059,106.7624,52.0,150.0
29159065,174.14,153.0,211.0
29159067,129.6812,75.0,190.0
29159079,109.62292307692307,78.0,143.0
29159115,115.80693333333333,56.0,176.0
29159159,163.1560606060606,143.0,191.0
29159161,108.64530303030303,78.0,142.0
29167063,120.774322169059,87.0,155.0
29182801,90.8488,32.0,130.0
29182807,91.82813333333333,47.0,133.0
29182821,78.94693333333333,40.0,114.0
29205379,92.0783702677747,56.0,112.0
29214135,121.00294728102948,65.0,187.0
29218333,110.55060531445574,78.0,142.0
29224001,142.64196354104612,109.0,181.0
29228199,145.69787878787878,118.0,182.0
29228217,119.51586666666667,80.0,150.0
29228223,135.3637878787879,81.0,164.0
29241429,122.70335343567251,51.0,196.0
29241437,169.5270083102493,84.0,236.0
29241445,188.37621506142068,171.0,216.0
29257533,70.72699927809417,48.0,77.0
29259567,135.0346405228758,98.0,183.0
29284749,161.10939263363085,136.0,189.0
29298897,143.46773333333334,121.0,175.0
29298919,121.88013333333333,78.0,169.0
29298941,143.4289090909091,110.0,175.0
29298943,111.0936,47.0,170.0
29298945,86.14129629629629,57.0,112.0
29298949,78.664,36.0,104.0
29299037,144.18560606060606,97.0,198.0
29314483,111.4828452934523,68.0,147.0
29320147,118.66773333333333,80.0,160.0
29322469,115.09279761904762,67.0,147.0
29346925,92.77531067251462,61.0,121.0
29347519,154.34967119484833,104.0,202.0
29347525,172.46883358266467,153.0,187.0
29352383,117.40590909090909,73.0,166.0
29352417,145.69787878787878,118.0,182.0
29352431,140.74560606060606,110.0,177.0
29352441,136.9610606060606,110.0,165.0
29358491,87.27185018317519,56.0,111.0
29407199,114.63509284908177,71.0,159.0
29423005,87.58508685213953,73.0,103.0
29437973,156.24767753109745,91.0,225.0
29439627,94.37753924284395,45.0,131.0
29456341,113.78801587301588,85.0,136.0
29467779,133.32056017236073,71.0,197.0
29471203,98.83119047619047,66.0,133.0
29477621,131.3575540996625,95.0,167.0
29478509,149.56032424280508,116.0,192.0
29496963,130.49463331105915,102.0,157.0
29496971,230.4696160691584,249.0,255.0
29496981,158.56450398916152,127.0,199.0
29496989,137.96267361111111,119.0,165.0
29496995,107.7795918367347,43.0,151.0
29500097,140.47302640869933,114.0,174.0
29502137,128.40406673618352,76.0,194.0
29527851,128.67256591771826,82.0,172.0
29545681,156.98343459166725,127.0,197.0
29545685,148.99130771156166,122.0,173.0
29545689,174.72912826814118,156.0,212.0
29545693,132.57150658748037,71.0,192.0
29545699,178.6948142080233,171.0,195.0
29545701,158.2590620520172,127.0,191.0
29545705,168.90263271668147,160.0,191.0
29545711,173.81677930234144,150.0,205.0
29545719,180.0496052062712,171.0,194.0
29545721,161.844835824971,144.0,182.0
29545723,154.34318611054223,135.0,188.0
29545725,152.36985459758344,116.0,193.0
29545729,169.60249846405898,149.0,201.0
29545739,152.38744396659612,120.0,186.0
29545741,179.53591826518306,169.0,196.0
29545743,175.60197510637815,160.0,196.0
29545745,166.86665756479397,138.0,205.0
29545759,116.74765057910665,86.0,149.0
29545765,132.79161262429744,106.5,162.0
29545767,151.9778369399504,133.0,175.0
29545769,110.87839898059026,67.0,151.0
29545775,135.85427901790794,105.0,172.5
29545785,156.98987416660978,91.0,211.0
29545789,155.20249391312262,138.0,179.0
29545791,160.76289621589643,126.0,206.0
29545793,165.54645368284525,156.0,183.0
29545795,145.9907843538808,126.0,172.0
29554059,113.91789388312631,56.0,162.0
29575615,114.06235251872371,91.0,123.0
29576721,156.85821557785513,121.0,193.0
29576723,167.56320112863222,149.0,187.0
29576727,140.8679318269734,95.0,187.0
29576735,144.4453318770337,96.0,194.0
29576741,142.70198193278267,126.0,164.0
29589791,163.70437117436913,133.0,195.0
29590287,125.06419095728947,98.0,145.0
29600379,107.94068634373676,82.0,139.0
29615375,164.5893031189084,142.0,194.0
29616537,149.53676008545935,118.0,194.0
29627699,117.1765350877193,68.0,155.0
29630241,121.71509362825185,68.0,173.0
29676903,102.15856160870011,60.0,139.0
29698447,92.32227864984098,46.0,123.0
29699271,140.5741485484479,127.0,151.0
29701249,135.72017030881298,87.0,185.0
29702495,148.34614421917308,96.0,204.0
29719185,132.40889985380116,98.0,170.0
29742529,113.87970657638247,73.0,143.0
29753811,108.56943571697876,37.0,194.0
29808891,130.97715429949713,93.0,165.0
29810167,101.50794633642931,60.0,138.0
29810969,143.34560764107076,114.0,177.0
29812335,112.40824958837223,74.0,146.0
29833959,112.65577478949353,77.0,140.0
29863355,230.4696160691584,249.0,255.0
29880311,100.90581717451524,61.0,129.0
29888421,151.7549019607843,120.0,190.0
29927581,88.53172375070186,23.0,129.0
29942381,138.0344633721257,70.0,207.0
29966321,131.26055372807016,73.0,194.0
29968903,128.70895389014655,28.0,200.0
29990473,149.6050323176362,123.0,185.0
29996197,125.29383120577059,80.0,158.0
30032267,164.06009541397353,125.0,216.0
30045377,128.91242424242424,89.0,145.0
30064501,211.31578947368422,196.0,240.0
30075797,112.94024767801858,63.0,149.0
30086141,127.21031795902978,80.0,172.0
30096825,127.39951504778206,77.0,166.0
30113571,160.2069062324537,129.0,192.0
30125985,164.97789063301528,149.0,196.0
30159501,81.56355080409357,48.0,83.0
30168465,47.94390463551048,0.0,109.0
30176929,194.81848590347465,186.0,208.0
30195637,136.82249072746717,97.0,176.0
30195645,145.8606958381687,116.0,183.0
30200761,165.60542296285834,148.0,191.0
30212575,132.7610939112487,110.0,166.0
30214405,152.61011351909184,116.0,185.0
30226829,134.11142967665597,99.0,181.0
30230537,170.45272714861082,136.0,208.0
30230791,120.17309486426832,89.0,151.0
30268201,170.82713268254943,159.0,191.0
30294005,71.94729147429979,28.0,105.0
30314189,134.06404534728634,109.0,167.0
30320293,146.94787878787878,86.0,210.0
30323089,131.7957261029412,65.0,227.0
30326181,100.82933333333334,52.0,138.0
30328009,150.71581677930234,117.0,187.0
30328105,136.81059002889845,115.0,164.0
30348721,122.41727895236667,108.0,143.0
30348727,142.84249209274807,115.0,178.0
30348737,168.38448585796527,140.0,199.0
30362223,113.26824780208547,70.0,154.0
30363665,151.32843439006874,136.0,161.0
30364021,137.38312177956516,110.0,174.0
30366079,152.81123854500478,120.0,185.0
30379947,94.10146711808761,49.0,136.0
30419909,128.91970839119222,85.0,176.0
30422547,120.49447185672514,90.0,142.0
30422667,122.3307130825379,73.0,169.0
30436125,230.4696160691584,249.0,255.0
30436131,131.15696594427246,87.0,175.0
30437051,135.0780153691948,92.0,178.0
30456187,123.36047471620228,90.0,160.0
30473757,170.04621934954346,151.0,194.0
30481745,81.62211449676823,25.0,129.0
30496401,142.99471632297116,117.0,173.0
30497971,150.91405310018447,89.0,235.0
30505877,111.27515151515152,92.0,136.0
30510613,132.55960808453884,118.0,158.0
30518475,124.29617446393762,40.0,231.0
30526859,108.85874073143144,74.0,139.0
30527675,168.25110290345748,133.0,212.0
30529747,120.0983379501385,71.0,159.0
30541307,129.3883996632307,73.0,183.0
30555141,85.49426485922837,9.0,108.0
30559461,143.60056431610803,96.0,183.0
30573653,138.7973828420257,102.0,185.0
30596101,156.38227865383303,139.0,184.0
30610929,132.51297829492057,81.0,167.0
30612697,86.64191546116754,31.0,129.0
30626431,126.65148250743819,75.0,182.0
30645907,128.5011310795526,88.0,170.0
30647263,171.05669113495202,165.0,187.0
30675641,104.22631806494186,78.0,135.0
30676809,105.74391739930485,72.0,141.0
30679109,134.5686274509804,75.0,189.0
30681477,132.7966297322253,74.0,188.0
30692759,112.56899558838617,77.0,144.0
30692771,122.51182415102083,80.0,161.0
30692775,137.13360521186007,104.0,172.0
30692787,113.790576587668,79.0,146.0
30692803,129.35469888170718,118.0,149.0
30695895,183.34956909818405,179.0,206.0
30698789,149.73169166599823,94.0,192.0
30713985,148.95577485380116,101.0,193.0
30735451,153.66564270598676,134.0,179.0
30747191,159.37165221744374,110.0,214.0
30747193,166.16549480055522,135.0,200.0
30747195,138.88058343004073,94.0,182.0
30749041,153.43834618972855,140.0,168.0
30759957,141.4035066563766,88.0,188.0
30760833,168.42691710210423,149.0,195.0
30761911,114.28414065809913,73.0,143.0
30763427,138.28475208774205,104.0,171.0
30767325,126.66893333333333,82.0,168.0
30769769,88.36180363188673,54.0,93.0
30782247,109.77843408319718,94.0,143.0
30782271,83.97921050416632,72.0,78.0
30783671,115.36015151515151,60.0,157.0
30793755,114.03768129680539,60.0,171.0
30794745,121.73511029411765,81.0,167.0
30794749,143.35593395252837,96.0,193.75
30799609,151.70741959064327,97.0,208.0
30799675,189.04469019500763,158.0,229.0
30800293,125.17153996101365,65.0,176.0
30814591,230.54645542427497,247.0,255.0
30814595,121.28338493292054,79.0,155.0
30816637,155.784147481467,113.0,214.0
30821881,183.3932386577856,164.0,214.0
30834189,152.2686403508772,126.75,187.0
30838597,169.51357295463114,132.0,209.0
30839915,155.87061687942295,104.0,204.0
30844533,128.53140661543603,107.0,158.0
30848493,106.36954882493401,60.0,146.0
30866423,183.08448813343347,156.0,219.0
30866437,174.9090057261843,147.0,213.0
30866439,149.21646528773294,61.0,220.0
30868075,154.54568320442684,73.0,239.0
30876623,91.89762787249815,67.0,118.0
30880169,136.41473743647657,115.0,170.0
30880843,148.04446264818986,103.0,217.0
30882301,120.86272096665921,82.0,154.0
30897847,126.83849362316515,91.0,152.0
30905761,129.52373037857802,99.0,147.0
30918421,147.78547245306248,118.0,189.0
30918423,133.53391585318678,86.0,179.0
30922139,130.6327763145945,95.0,164.0
30929751,118.46984889139952,64.0,166.0
30934341,138.63983789884068,90.0,180.0
30935347,97.28394554093568,83.0,114.0
30939685,172.66089566020315,167.0,200.0
30952763,114.50849780701755,81.0,146.0
30956045,162.3804244535952,106.0,219.0
30956051,130.70731433069096,97.0,172.0
30959997,187.51018689339858,156.0,224.0
30966771,117.66095669036845,85.75,151.0
31052093,140.17017370427905,92.0,190.0
31053517,138.47261982216438,100.0,181.0
31054015,120.24130501692828,75.0,160.0
31079333,111.46669599095137,69.0,139.0
31093401,126.6943674976916,97.0,146.0
31094817,175.86226531240382,151.0,201.0
31097591,211.6816248610507,202.0,246.0
31097951,117.91353576942872,62.0,173.0
31097973,155.64773155711953,111.0,190.0
31104917,150.59480738161878,123.0,184.0
31120673,124.48435416025444,80.0,161.0
31120693,106.10212226797593,75.0,125.0
31129029,146.8677547942254,102.0,186.0
31137925,146.2370810294218,108.0,189.5
31169499,111.81040320098492,100.0,129.0
31169501,148.33451318354366,116.0,183.0
31170009,151.27287983889013,114.0,191.0
31170265,146.67069876688197,115.0,186.0
31189443,101.08269832357423,59.0,152.0
31189445,234.2327278141751,238.0,254.0
31189447,236.91474788691343,240.0,253.0
31189919,89.86259106746911,40.0,120.0
31189923,108.13086883876358,67.0,137.0
31206853,160.18444136657433,124.0,200.0
31212239,210.43571027512633,190.0,255.0
31222507,172.96992028876522,147.0,209.0
31228553,128.58646250128245,99.0,162.0
31247239,237.28386843260986,252.0,255.0
31249601,142.66819658240362,97.0,185.0
31252191,122.25965933757246,66.0,165.0
31263417,146.18847041710148,94.0,202.0
31278635,126.66010273972603,72.0,186.0
31278639,152.62762115932847,125.0,178.0
31279545,137.38984541912782,90.0,174.0
31293445,106.61300309597523,65.0,137.0
31294763,161.1723204495614,138.0,194.0
31294765,174.4695597085841,146.0,206.0
31296099,127.98658949745906,112.0,150.0
31296103,99.7984283625731,28.0,148.0
31302719,136.50006283775292,102.0,168.0
31306441,113.59872442200373,83.0,143.0
31310807,230.56926241823268,249.0,255.0
31310819,206.7387883235486,140.0,254.0
31310821,244.8734787418998,245.0,255.0
31310823,206.7387883235486,140.0,254.0
31310839,164.5516279832691,152.0,194.0
31310843,207.4945945945946,186.25,236.0
31311855,104.95142641699132,55.0,137.0
31317759,168.51714565271806,152.0,208.0
31321409,153.7241458910434,113.0,201.0
31327195,125.00515463917526,70.0,180.0
31346111,179.39663189644338,143.0,211.0
31348155,124.76680004103827,111.0,145.0
31348167,128.0907971683595,113.0,151.0
31348705,182.93256602174833,157.0,216.0
31355567,131.26973684210526,78.0,188.0
31359347,73.03301244210336,36.0,106.0
31374227,117.21597335679276,81.0,148.0
31390299,125.92704678362573,80.0,176.0
31391303,85.94034061762594,47.0,111.0
31401499,159.92695652173913,127.0,195.0
31402207,128.44067405355494,91.0,169.0
31402521,132.45217727514378,86.0,174.0
31403595,170.548015816975,158.0,177.0
31404461,138.95558986468077,118.0,167.0
31404735,150.6806213063523,114.0,190.0
31406885,145.96234647705236,121.0,175.0
31408523,139.28512921903686,103.0,183.0
31412083,103.0011542012927,44.0,203.0
31414099,121.45775623268698,77.0,174.0
31414105,92.5584566885965,74.0,112.0
31416903,91.53587063974015,46.0,113.0
31434219,133.47970340580622,90.0,173.0
31444443,146.07028921200538,114.0,184.0
31444447,107.6221129997497,69.0,142.0
31450317,132.2634400328306,86.0,177.0
31462251,199.29973608143771,189.0,212.0
31462375,125.17386073093698,89.0,174.0
31471861,115.95446950710108,80.0,144.0
31471959,65.83240098456031,36.0,62.0
31478681,142.17380025940338,117.0,174.0
31478739,156.4409174687692,150.0,170.0
31489937,241.5644432633537,252.0,255.0
31493177,122.25324562921932,94.0,149.0
31493701,115.36082897301733,85.0,144.0
31495653,147.17066798474792,105.0,197.0
31503909,111.32740384615384,70.0,147.0
31505847,126.25989126461988,89.0,155.0
31535217,165.84324744152048,135.0,203.0
31535619,127.36471083660865,81.0,171.0
31547995,118.54412378884062,72.0,157.0
31547999,168.01186790505676,116.0,218.0
31548007,132.73178534571724,105.0,155.0
31548015,134.2071597233935,92.0,176.0
31555489,112.21961861667744,82.0,149.0
31572313,137.41820035553695,75.0,199.0
31572321,135.71198830409358,110.0,162.0
31573083,142.3460475053412,107.0,174.0
31573085,114.31186376775166,94.0,120.0
31573583,122.97433223710595,81.0,163.0
31593035,157.23075335397317,108.0,207.0
31593301,120.68130230125523,81.0,159.0
31593303,153.33135836667694,105.0,211.0
31593335,153.71614429331757,117.0,193.0
31594753,166.77304915935673,114.0,225.0
31604707,134.99735014619884,99.0,169.0
31604713,105.90122601826202,65.0,146.0
31604715,133.02260626691105,71.0,196.0
31604719,231.5908203125,231.0,231.0
31604721,123.37542320714066,89.0,142.0
31604725,122.37224274135632,73.0,167.0
